"CD_MUN";"NM_MUN";"SIGLA_UF";"ID";"Mun.Celulas";"Media_PM25";"Desvio_Padrao_PM25";"Min_PM25";"Max_PM25";"Ano";"Mes"
"2601607";"Belém do São Francisco";"PE";1483;1500;9,45223565864563;0,50056933883484;8,43019104003906;11,0072269439697;2022;2
"2601706";"Belo Jardim";"PE";1484;529;9,24709305285506;0,570753285650207;8,03482532501221;10,1482448577881;2022;2
"2601805";"Betânia";"PE";1485;1019;10,3006236064188;0,645227597735041;9,07146263122559;11,5688037872314;2022;2
"2601904";"Bezerros";"PE";1486;408;8,80796588635912;0,385918074045196;7,98894214630127;9,90645503997803;2022;2
"2602001";"Bodocó";"PE";1487;1345;12,6540588357635;0,766702323505008;11,2997779846191;13,9827880859375;2022;2
"2602100";"Bom Conselho";"PE";1488;650;7,15737976000859;0,15968462711211;6,69453382492065;7,52891683578491;2022;2
"2602209";"Bom Jardim";"PE";1489;182;9,64238213968801;0,195020369962879;9,28733825683594;10,1492786407471;2022;2
"2602308";"Bonito";"PE";1490;319;8,69860127727066;0,270951271188279;8,25513648986816;9,3583812713623;2022;2
"2602407";"Brejão";"PE";1491;130;7,37715309950022;0,155357022648474;7,10267066955566;7,73115968704224;2022;2
"2602506";"Brejinho";"PE";1492;89;8,64610774865311;0,115446334996592;8,45362567901611;8,99581718444824;2022;2
"2602605";"Brejo da Madre de Deus";"PE";1493;621;10,1454514274659;0,493620231292664;8,58578491210938;11,2733678817749;2022;2
"2602704";"Buenos Aires";"PE";1494;77;9,7418957252007;0,150764038491111;9,47211170196533;10,0344352722168;2022;2
"2602803";"Buíque";"PE";1495;1102;7,57490473736869;0,265846719063384;6,9558572769165;8,19614887237549;2022;2
"2602902";"Cabo de Santo Agostinho";"PE";1496;360;10,8563897649447;2,21049683679751;5,64183950424194;20,9674777984619;2022;2
"2603009";"Cabrobó";"PE";1497;1364;10,8886674485248;0,673982934079789;9,54045104980469;12,653392791748;2022;2
"2603108";"Cachoeirinha";"PE";1498;150;9,34084008534749;0,158209383975344;9,04291343688965;9,69008159637451;2022;2
"2603207";"Caetés";"PE";1499;240;7,92716473142306;0,183802214550044;7,5594596862793;8,21178245544434;2022;2
"2603306";"Calçado";"PE";1500;99;8,71489718466094;0,221391334135626;8,24734115600586;9,25238418579102;2022;2
"2603405";"Calumbi";"PE";1501;149;12,0538583409866;1,10317889423551;9,64659786224365;13,61572265625;2022;2
"2603454";"Camaragibe";"PE";1502;42;17,2294467517308;2,06656002593194;11,5567054748535;19,8534202575684;2022;2
"2603504";"Camocim de São Félix";"PE";1503;60;8,31151798566182;0,223818231736111;8,01964855194092;8,8199291229248;2022;2
"2603603";"Camutanga";"PE";1504;32;9,58010905981064;0,078014988902807;9,3838300704956;9,68229961395264;2022;2
"2603702";"Canhotinho";"PE";1505;348;7,69609841533091;0,284055717518377;7,15442085266113;8,4124698638916;2022;2
"2603801";"Capoeiras";"PE";1506;276;8,05109308940777;0,198378393621346;7,57211256027222;8,43593120574951;2022;2
"2603900";"Carnaíba";"PE";1507;351;9,94442292835638;0,458222254858086;8,97541046142578;10,7600831985474;2022;2
"2603926";"Carnaubeira da Penha";"PE";1508;828;10,7770718330346;0,558883768845653;9,59994411468506;12,3794984817505;2022;2
